20,629,598,479,198,203,1813,307,320,174,551,523,250,3244,991,169,369,848,575,356,773,793,127,499,825,799,775,570,1131,949,1979,252,2586,1743,1332,307,923,1693,307,554,382,996,263,2328,973,255,466,73,1033,551,1155,195,291,905,208,926,1428,216,3634,822,372,1628,887,793,323,655,1761,1053,3525,232,689,827,819,1230,9309,1888,1394,1740,541,723,341,294,1415,916,864,544,499,536,445,208,1379,3306,1488,1420,1176,245,247,
21,818,777,622,257,263,2355,399,416,226,716,679,324,4213,1287,220,480,1101,747,463,1003,1030,166,649,1071,1037,1007,740,1470,1233,2571,328,3358,2263,1730,399,1199,2199,399,720,497,1294,341,3023,1263,331,605,95,1341,716,1500,253,378,1176,270,1203,1855,280,4719,1068,483,2115,1152,1030,419,851,2287,1368,4577,301,895,1074,1064,1598,12090,2453,1811,2260,703,939,443,382,1838,1189,1122,706,649,696,578,270,1790,4294,1932,1844,1527,318,321,
22,818,777,622,257,263,2355,399,416,226,716,679,324,4213,1287,220,480,1101,747,463,1003,1030,166,649,1071,1037,1007,740,1470,1233,2571,328,3358,2263,1730,399,1199,2199,399,720,497,1294,341,3023,1263,331,605,95,1341,716,1500,253,378,1176,270,1203,1855,280,4719,1068,483,2115,1152,1030,419,851,2287,1368,4577,301,895,1074,1064,1598,12090,2453,1811,2260,703,939,443,382,1838,1189,1122,706,649,696,578,270,1790,4294,1932,1844,1527,318,321,
23,629,598,479,198,203,1813,307,320,174,551,523,250,3244,991,169,369,848,575,356,773,793,127,499,825,799,775,570,1131,949,1979,252,2586,1743,1332,307,923,1693,307,554,382,996,263,2328,973,255,466,73,1033,551,1155,195,291,905,208,926,1428,216,3634,822,372,1628,887,793,323,655,1761,1053,3525,232,689,827,819,1230,9309,1888,1394,1740,541,723,341,294,1415,916,864,544,499,536,445,208,1379,3306,1488,1420,1176,245,247,
24,818,777,622,257,263,2355,399,416,226,716,679,324,4213,1287,220,480,1101,747,463,1003,1030,166,649,1071,1037,1007,740,1470,1233,2571,328,3358,2263,1730,399,1199,2199,399,720,497,1294,341,3023,1263,331,605,95,1341,716,1500,253,378,1176,270,1203,1855,280,4719,1068,483,2115,1152,1030,419,851,2287,1368,4577,301,895,1074,1064,1598,12090,2453,1811,2260,703,939,443,382,1838,1189,1122,706,649,696,578,270,1790,4294,1932,1844,1527,318,321,
25,301,286,229,95,97,868,147,153,83,264,250,120,1552,474,81,177,406,275,171,370,380,61,239,395,382,371,273,542,454,947,121,1237,834,637,147,442,810,147,265,183,477,126,1114,466,122,223,35,494,264,553,93,139,433,100,443,683,103,1739,393,178,779,424,380,154,314,843,504,1687,111,330,396,392,589,4455,904,667,833,259,346,163,141,677,438,413,260,239,256,213,100,660,1582,712,680,563,117,118,
26,73,70,56,23,24,211,36,37,20,64,61,29,377,115,20,43,99,67,41,90,92,15,58,96,93,90,66,132,110,230,29,301,203,155,36,107,197,36,64,44,116,31,271,113,30,54,8,120,64,134,23,34,105,24,108,166,25,423,96,43,189,103,92,38,76,205,123,410,27,80,96,95,143,1083,220,162,203,63,84,40,34,165,107,100,63,58,62,52,24,160,385,173,165,137,28,29,
27,818,777,622,257,263,2355,399,416,226,716,679,324,4213,1287,220,480,1101,747,463,1003,1030,166,649,1071,1037,1007,740,1470,1233,2571,328,3358,2263,1730,399,1199,2199,399,720,497,1294,341,3023,1263,331,605,95,1341,716,1500,253,378,1176,270,1203,1855,280,4719,1068,483,2115,1152,1030,419,851,2287,1368,4577,301,895,1074,1064,1598,12090,2453,1811,2260,703,939,443,382,1838,1189,1122,706,649,696,578,270,1790,4294,1932,1844,1527,318,321,
28,818,777,622,257,263,2355,399,416,226,716,679,324,4213,1287,220,480,1101,747,463,1003,1030,166,649,1071,1037,1007,740,1470,1233,2571,328,3358,2263,1730,399,1199,2199,399,720,497,1294,341,3023,1263,331,605,95,1341,716,1500,253,378,1176,270,1203,1855,280,4719,1068,483,2115,1152,1030,419,851,2287,1368,4577,301,895,1074,1064,1598,12090,2453,1811,2260,703,939,443,382,1838,1189,1122,706,649,696,578,270,1790,4294,1932,1844,1527,318,321,
29,818,777,622,257,263,2355,399,416,226,716,679,324,4213,1287,220,480,1101,747,463,1003,1030,166,649,1071,1037,1007,740,1470,1233,2571,328,3358,2263,1730,399,1199,2199,399,720,497,1294,341,3023,1263,331,605,95,1341,716,1500,253,378,1176,270,1203,1855,280,4719,1068,483,2115,1152,1030,419,851,2287,1368,4577,301,895,1074,1064,1598,12090,2453,1811,2260,703,939,443,382,1838,1189,1122,706,649,696,578,270,1790,4294,1932,1844,1527,318,321,
30,818,777,622,257,263,2355,399,416,226,716,679,324,4213,1287,220,480,1101,747,463,1003,1030,166,649,1071,1037,1007,740,1470,1233,2571,328,3358,2263,1730,399,1199,2199,399,720,497,1294,341,3023,1263,331,605,95,1341,716,1500,253,378,1176,270,1203,1855,280,4719,1068,483,2115,1152,1030,419,851,2287,1368,4577,301,895,1074,1064,1598,12090,2453,1811,2260,703,939,443,382,1838,1189,1122,706,649,696,578,270,1790,4294,1932,1844,1527,318,321,
31,818,777,622,257,263,2355,399,416,226,716,679,324,4213,1287,220,480,1101,747,463,1003,1030,166,649,1071,1037,1007,740,1470,1233,2571,328,3358,2263,1730,399,1199,2199,399,720,497,1294,341,3023,1263,331,605,95,1341,716,1500,253,378,1176,270,1203,1855,280,4719,1068,483,2115,1152,1030,419,851,2287,1368,4577,301,895,1074,1064,1598,12090,2453,1811,2260,703,939,443,382,1838,1189,1122,706,649,696,578,270,1790,4294,1932,1844,1527,318,321,
32,818,777,622,257,263,2355,399,416,226,716,679,324,4213,1287,220,480,1101,747,463,1003,1030,166,649,1071,1037,1007,740,1470,1233,2571,328,3358,2263,1730,399,1199,2199,399,720,497,1294,341,3023,1263,331,605,95,1341,716,1500,253,378,1176,270,1203,1855,280,4719,1068,483,2115,1152,1030,419,851,2287,1368,4577,301,895,1074,1064,1598,12090,2453,1811,2260,703,939,443,382,1838,1189,1122,706,649,696,578,270,1790,4294,1932,1844,1527,318,321,
33,818,777,622,257,263,2355,399,416,226,716,679,324,4213,1287,220,480,1101,747,463,1003,1030,166,649,1071,1037,1007,740,1470,1233,2571,328,3358,2263,1730,399,1199,2199,399,720,497,1294,341,3023,1263,331,605,95,1341,716,1500,253,378,1176,270,1203,1855,280,4719,1068,483,2115,1152,1030,419,851,2287,1368,4577,301,895,1074,1064,1598,12090,2453,1811,2260,703,939,443,382,1838,1189,1122,706,649,696,578,270,1790,4294,1932,1844,1527,318,321,
34,818,777,622,257,263,2355,399,416,226,716,679,324,4213,1287,220,480,1101,747,463,1003,1030,166,649,1071,1037,1007,740,1470,1233,2571,328,3358,2263,1730,399,1199,2199,399,720,497,1294,341,3023,1263,331,605,95,1341,716,1500,253,378,1176,270,1203,1855,280,4719,1068,483,2115,1152,1030,419,851,2287,1368,4577,301,895,1074,1064,1598,12090,2453,1811,2260,703,939,443,382,1838,1189,1122,706,649,696,578,270,1790,4294,1932,1844,1527,318,321,
35,1101,1047,837,346,355,3172,537,560,305,965,915,437,5675,1734,296,646,1484,1006,624,1352,1388,223,874,1443,1397,1356,997,1980,1661,3463,441,4524,3049,2330,537,1616,2963,537,969,669,1743,460,4073,1702,446,815,127,1807,965,2021,341,510,1584,364,1620,2499,378,6358,1438,651,2849,1552,1388,564,1147,3081,1843,6167,405,1206,1447,1434,2153,16289,3304,2439,3045,947,1265,596,514,2476,1602,1511,951,874,938,778,364,2412,5785,2603,2485,2057,428,432,
36,1101,1047,837,346,355,3172,537,560,305,965,915,437,5675,1734,296,646,1484,1006,624,1352,1388,223,874,1443,1397,1356,997,1980,1661,3463,441,4524,3049,2330,537,1616,2963,537,969,669,1743,460,4073,1702,446,815,127,1807,965,2021,341,510,1584,364,1620,2499,378,6358,1438,651,2849,1552,1388,564,1147,3081,1843,6167,405,1206,1447,1434,2153,16289,3304,2439,3045,947,1265,596,514,2476,1602,1511,951,874,938,778,364,2412,5785,2603,2485,2057,428,432,
37,1101,1047,837,346,355,3172,537,560,305,965,915,437,5675,1734,296,646,1484,1006,624,1352,1388,223,874,1443,1397,1356,997,1980,1661,3463,441,4524,3049,2330,537,1616,2963,537,969,669,1743,460,4073,1702,446,815,127,1807,965,2021,341,510,1584,364,1620,2499,378,6358,1438,651,2849,1552,1388,564,1147,3081,1843,6167,405,1206,1447,1434,2153,16289,3304,2439,3045,947,1265,596,514,2476,1602,1511,951,874,938,778,364,2412,5785,2603,2485,2057,428,432,
38,1101,1047,837,346,355,3172,537,560,305,965,915,437,5675,1734,296,646,1484,1006,624,1352,1388,223,874,1443,1397,1356,997,1980,1661,3463,441,4524,3049,2330,537,1616,2963,537,969,669,1743,460,4073,1702,446,815,127,1807,965,2021,341,510,1584,364,1620,2499,378,6358,1438,651,2849,1552,1388,564,1147,3081,1843,6167,405,1206,1447,1434,2153,16289,3304,2439,3045,947,1265,596,514,2476,1602,1511,951,874,938,778,364,2412,5785,2603,2485,2057,428,432,
