,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,2A,2B
1,1387,3074,1237,404,390,999,978,979,333,2408,2632,873,4670,2790,596,3047,7286,2196,659,4282,4407,643,2366,744,2810,1507,991,11954,3739,1219,1967,18872,3062,3065,1002,2320,1239,851,3139,2227,911,428,4226,2270,734,2912,216,8628,3273,7255,730,1465,1188,979,2920,1608,1291,5061,2067,1969,4507,1191,1478,430,2527,2828,2108,1849,865,2727,2211,808,906,641,2375,1536,932,1858,3049,1423,1663,3337,4384,3861,1265,948,1129,2614,60,444,30,15,129,512,386,1252
2,5183,5756,3213,1266,733,4213,2557,1598,965,3199,2560,4866,10402,8582,2050,4322,4141,2091,2943,4460,14486,655,5082,4788,6625,4050,2714,17466,4928,5607,2885,8594,4677,17472,1852,2788,6885,3700,6383,2955,7305,2673,12461,7036,2860,4082,677,11731,7549,8802,1822,6937,3335,2415,17866,6563,1107,18047,4414,4431,17968,5427,6806,2305,2900,15991,5724,9444,1740,6105,10834,3302,6175,12398,10217,5810,5064,5792,7854,3086,1979,4268,5944,16011,2807,2723,6011,3535,489,4359,7273,4589,5830,2904,882,1363
3,0,0,0,0,0,0,0,0,0,0,0,0,1831,14,0,0,0,0,0,2,0,0,0,2,0,0,0,20,0,47,0,6,3,1,0,0,134,0,16,0,0,0,932,0,0,0,0,175,0,0,0,0,0,0,0,10,28,753,89,7,197,0,4,0,0,187,0,957,3,0,31,0,0,0,3685,491,46,36,72,4,0,0,0,4,7,54,2,0,0,0,492,144,11,1,0,0
4,1061,200,1518,56,119,4056,319,390,84,415,39,271,7089,1098,29,235,449,504,941,1279,836,61,645,2312,1448,1406,442,2923,427,6086,80,3064,2422,3580,165,2516,12374,432,13,435,1420,236,1661,1977,16,65,189,3890,602,218,13,1097,315,299,459,612,14,886,789,404,510,479,610,81,171,3396,1452,1325,226,770,1005,327,1597,1486,1547,1829,13851,70,120,165,96,428,227,638,881,52,146,168,76,9646,10748,548,2984,3462,16,3
5,2375,1942,369,2,21,941,707,1022,73,54,40,16,596,337,0,3893,317,897,844,1504,111,20,100,992,853,3166,1818,1024,667,1474,0,1433,613,586,279,500,9178,200,238,1212,1390,224,1085,2365,486,46,7,2061,1370,1216,39,934,1448,129,322,2174,510,2210,1675,280,2469,1106,480,1500,98,8362,1132,6036,257,1889,2585,2366,2177,1270,2604,2008,1290,1378,1126,418,405,506,344,1412,1148,2258,291,1484,942,2288,3298,1063,775,2077,36,42
6,4488,1632,701,21,44,810,721,1101,164,1239,273,713,2359,1742,138,846,989,1644,233,2318,625,590,920,1110,2338,2182,2999,2295,836,1722,84,2222,1536,4027,904,2225,8438,565,377,1507,3858,215,6074,3637,215,612,2,2897,861,2591,758,1672,1047,489,1080,4138,749,7201,4158,956,2319,682,1273,125,239,9026,7164,9881,1524,3180,3145,1525,7127,283,4341,2195,3958,1500,2346,990,582,270,811,3894,1978,749,1614,1782,2836,2128,3078,2336,2115,2309,24,26
7,3771,1588,524,9,26,366,3468,1175,936,799,150,2104,9646,6846,15,1388,4671,2138,622,1609,880,23,228,16849,1217,1836,633,285,733,30241,302,8921,392,7352,1583,1364,1008,451,2038,3233,2899,788,10516,2604,1033,1025,14,2892,5445,1051,347,1384,3640,625,3038,9782,987,21661,2466,3543,7935,1615,5254,1540,546,5519,10412,10903,4320,2629,5833,392,1425,3644,11534,4922,35028,1514,3276,229,217,3831,430,5803,2949,1113,1784,1030,1013,3855,16528,7276,1154,5084,206,20
8,1190,1079,1001,13,36,590,2057,973,658,3125,300,369,966,696,198,717,420,805,416,885,411,212,941,1004,2033,584,283,1156,1187,676,9,592,277,1176,1602,907,3491,80,571,284,5688,1604,1852,473,44,70,4,4355,1561,447,307,1003,334,463,599,1001,120,9591,1191,748,1800,892,1582,112,168,1670,1786,4926,165,1212,1024,389,603,11247,937,534,233,737,1281,1576,253,325,276,2708,925,1007,2960,189,74,236,1243,3359,630,700,17,39
9,2833,1544,832,150,92,1100,1096,905,668,1256,429,1220,2978,2600,393,5053,1676,1222,1647,2708,1233,414,2576,1882,2546,3221,1680,3044,1057,2430,693,6639,1413,3611,727,1856,4432,1557,4016,1019,3440,1047,4760,3960,300,1917,359,3341,1557,3583,685,2608,3013,668,2111,2397,1299,8504,1860,2127,5599,3082,1056,282,1182,4889,4368,4162,1380,2036,3891,1217,1583,3227,3505,3573,875,2219,1804,888,576,878,1213,3339,1376,4109,4938,1287,138,3142,2396,2810,2314,2110,139,156
10,1193,1736,1045,1229,4,4122,1126,298,608,137,408,114,5605,642,149,342,854,168,282,895,515,21,835,47,3230,2834,2085,1468,1124,1089,74,2389,982,1702,162,389,3905,2116,1376,1103,1862,171,823,3021,167,316,443,1177,148,881,218,98,442,571,2335,2423,125,5207,6700,912,2709,325,1581,214,99,2071,3341,9472,38,357,477,744,771,4023,7348,2449,1660,814,2441,1808,89,457,1040,359,309,140,108,814,134,1709,7751,3204,1341,3972,3,19
11,526,48,325,0,0,2298,733,0,52,23,7,0,371,1201,70,61,12,0,93,1979,232,0,0,1,267,4214,2902,76,1052,810,71,1855,365,392,24,1961,966,0,0,553,26,213,237,3123,41,1401,0,722,123,1176,0,497,54,151,381,101,171,3382,1410,192,197,2399,699,0,0,2669,1481,9594,552,40,200,32,1061,4463,1988,353,2207,41,234,456,0,328,117,4,162,276,0,295,29,1570,9027,769,2903,443,0,0
12,9621,2633,2102,175,131,1120,1120,1514,221,2621,1322,811,3907,2235,889,2604,1443,1879,651,2067,1791,415,1934,2818,3508,6050,4468,2337,2764,2930,325,2744,1453,6237,1627,4515,5878,3572,925,2431,4188,3985,5402,4761,506,1174,102,7802,1875,3650,1783,3482,3942,414,4104,5317,1215,9139,8949,1963,13812,11097,1975,809,602,6037,4344,6419,923,5823,4328,1507,2007,1127,8490,5356,2663,1960,5689,2509,717,825,2796,4933,911,2000,3665,2673,910,2536,3476,1748,1671,2818,321,236
13,5543,4413,4414,93,131,1680,796,8554,1486,2140,344,2384,8432,4089,262,1694,1275,3942,1839,4602,2122,981,773,8103,4306,5255,3351,3389,3790,5873,1066,3872,1876,2984,2528,3791,10786,3643,1146,2869,11754,2200,8928,3668,1736,1359,261,6874,5824,3422,6026,3543,5448,2583,2883,11847,1944,23639,6728,3388,6090,7387,4684,1427,582,8502,4999,11582,3149,8412,4642,5550,14817,771,7496,6718,4406,3218,6205,1731,1052,1424,1372,7387,2776,1310,3829,3556,2208,3354,4056,3613,2433,4200,104,341
14,4845,2218,1393,361,197,3536,2273,779,223,1917,405,1117,9762,2316,999,1476,2417,1245,1142,2397,2911,540,1501,2841,3156,2163,1957,5638,1992,4566,361,6692,2572,4280,1319,2697,8845,3430,1252,2380,3656,817,8780,2597,467,966,222,3580,2382,2024,1211,1497,3220,854,3611,4256,990,14126,3472,908,5162,3485,2735,633,605,5534,3656,12897,1491,2738,2290,1471,4907,5790,8357,6380,8714,2148,1642,966,637,2658,2252,5184,3200,813,2355,2140,641,4081,4755,3733,5233,4435,255,180
15,231,162,259,17,81,199,68,94,348,107,180,183,615,223,60,331,409,116,108,376,404,55,545,202,330,199,156,297,456,474,52,461,375,453,145,112,492,104,298,66,215,142,520,185,129,199,80,566,226,320,130,165,325,105,289,243,165,493,273,170,566,197,983,109,229,509,328,297,125,241,130,127,259,258,275,557,86,324,174,278,176,294,368,369,222,317,271,259,26,113,246,61,217,96,65,131
16,2949,433,511,554,505,1602,1584,1199,477,1481,581,969,6542,1190,249,455,812,1216,704,1106,545,101,467,916,2619,524,558,1076,1260,3803,160,4915,2346,1675,372,3572,4671,222,276,1133,1110,309,3980,2671,328,520,87,706,1593,1153,244,266,2409,169,580,4234,330,7367,449,245,1443,1456,1451,552,619,2643,2472,6916,92,917,679,1856,1158,8244,5292,2278,2561,471,926,537,1077,1116,838,567,1557,896,535,410,185,1306,19103,6786,1694,1284,538,306
17,1410,1538,784,394,197,3646,546,622,470,934,741,452,6617,1643,279,1123,1803,731,684,1515,1294,197,1022,970,1501,1356,1151,2021,2634,2853,447,5420,3315,2542,561,1656,2841,940,1312,957,1634,549,2939,1803,653,844,186,1871,1189,1188,439,751,1995,521,1680,3045,433,6978,2447,745,4950,1827,1622,489,650,2753,1889,5630,390,1434,1058,1469,1303,11192,4101,3442,4739,924,1121,1061,582,2860,2200,1472,1110,862,854,765,315,3479,6904,3888,3337,2750,540,218
18,12664,9894,7049,3155,3813,23669,6536,5244,2706,7029,6781,6654,42838,15677,4008,7358,13838,6376,5608,12890,13760,2053,9583,10685,12646,12401,8843,18338,14252,33159,3506,33946,22291,25252,4664,15286,28116,5461,8381,7836,18217,5091,34443,17193,3490,6743,1984,20422,13707,12405,3564,7936,13862,3559,18071,20920,4066,53433,16248,6555,30869,13957,16004,4916,9127,26778,17144,46023,4179,11649,12397,12006,17673,28586,33750,30543,35159,9144,10492,7290,4858,20982,13055,19740,9299,7558,8256,6703,2399,30529,35446,39609,37824,25985,5788,5558
19,24372,19119,14416,6751,6921,55248,9856,9037,5279,13558,15106,12301,94763,33154,6325,16352,27797,12061,10771,25370,25149,4102,16843,22515,25055,21130,18869,41170,29335,61311,8170,74846,51203,49692,9363,27179,54566,10349,16740,12755,31471,7662,69521,30203,6738,17351,2471,35406,21163,28746,7186,12548,28891,6209,33905,45442,8670,123951,35769,10435,58575,27877,31017,9156,20676,61619,36133,103611,7921,24912,24165,22097,38732,169772,54581,71735,74834,15704,22067,14792,11332,45276,32412,30319,17935,16090,15230,17079,5456,67731,96619,80760,74348,57185,7244,8366
20,10545,9486,4826,2538,3886,19173,3106,4113,2056,5355,5482,4095,56319,13007,2290,5542,8439,5125,4932,14177,7767,1509,6560,8491,12479,8572,6769,14488,9353,30711,2272,34037,16907,24269,4240,13438,23109,4411,6210,5076,12259,2729,30821,15671,1956,4702,1108,11463,5452,13374,3477,5324,15128,2629,11282,18326,4486,50193,15556,4113,28158,13671,9731,3837,7174,24380,11573,51470,3189,10835,10195,12614,12057,85005,37413,34159,19637,6961,11550,4153,3418,12016,11741,9599,7081,8373,5642,5369,1975,28198,34343,54316,46894,63374,3336,2913
21,5320,3824,3374,2416,4867,30145,2402,1735,1359,3240,4477,2410,30659,10977,1467,2909,7704,2630,2511,7629,5627,671,4033,5361,6670,4963,3345,10676,7501,17852,1227,20990,16944,13177,1938,7835,15283,2494,4196,3942,7304,1832,16834,6964,1506,2635,815,7759,4686,7241,1683,2221,7862,1232,9068,12135,1858,27789,7556,2201,14159,8462,10454,3566,6751,16757,11158,30619,1411,5627,5263,18806,19072,141949,13143,19248,19647,2698,5838,2824,1990,17033,7979,6541,5229,3988,4205,3712,1201,14451,32695,18151,16739,15525,2700,2344
22,392,219,153,130,112,1934,216,179,39,439,243,417,4576,886,165,553,452,332,235,844,456,96,304,493,583,551,300,843,853,4933,160,2680,2428,2870,178,1348,2726,200,217,301,643,235,3066,915,180,240,61,635,522,815,172,199,1016,163,879,1485,167,3944,1065,193,640,1612,1116,194,478,2627,993,6395,96,507,525,443,1057,72435,1525,1685,4790,382,552,306,152,647,619,674,619,484,255,179,175,1850,44764,6715,4920,909,310,231
23,242,378,263,141,131,2195,219,149,81,364,413,196,4881,1021,132,239,464,811,197,1223,2020,57,240,608,656,393,332,1437,470,4817,104,5373,2528,5182,234,1293,2147,142,225,153,796,150,4232,1787,119,322,87,900,277,934,86,179,1444,124,804,1608,183,4288,431,219,1228,985,735,338,346,1889,560,5767,102,363,1108,464,880,16303,2063,2561,2587,223,883,417,135,1419,725,322,802,806,358,203,394,1102,18606,5308,7654,1439,310,189
24,448,240,123,43,119,9322,188,47,26,193,247,400,8791,958,62,274,424,253,79,1241,1112,32,106,582,685,754,554,1327,769,14517,61,8290,4453,8265,107,1197,7145,70,205,923,1420,102,13013,3406,51,254,40,1476,797,718,38,428,1614,62,1055,1016,46,13328,917,98,1133,1989,1443,95,246,4866,774,20614,69,325,948,779,1365,54544,2026,2165,12641,1013,635,434,462,985,388,348,558,359,231,129,427,6549,86339,13547,9099,7663,110,139
25,3473,3417,2476,789,1102,10972,1838,1702,752,2192,1880,2332,24464,7620,987,3229,4586,2622,1721,5625,4041,629,2829,5994,4959,2949,4051,9851,5322,15942,1203,20043,10760,11568,1832,6803,10783,1697,2517,3129,7021,1303,19390,9405,1411,2741,392,8313,3164,6588,1072,3173,7642,1261,5039,7161,1536,33918,5605,2190,8857,5981,5754,1453,3561,15073,5416,30006,1168,3387,8410,3630,6856,150882,14053,9566,12291,13123,4645,3169,1283,7823,4587,4139,4610,3512,2380,2115,766,10156,91769,25257,24223,6583,1066,1054
26,1709,1227,819,363,551,6741,510,669,249,911,949,393,8527,2858,123,702,1901,587,405,1488,1019,254,724,1632,1368,1336,1152,1883,1929,5399,293,5716,4592,2907,544,2118,3609,446,932,725,2338,337,4538,1778,233,627,63,2025,915,1900,482,426,1745,321,1789,2529,250,8315,2143,605,3891,1780,2197,559,1620,3442,1747,9378,364,1475,1348,2277,3226,34458,4818,4090,6604,540,1289,714,394,4623,1815,1329,1089,993,691,895,446,3507,13408,7134,5917,3270,461,469
27,4796,3035,1942,1197,1107,13400,1633,1994,717,3115,2205,2679,32604,6866,893,2029,5533,2114,2251,6094,3816,566,2623,5329,6542,4265,3716,7148,6472,33717,1541,18561,11411,14240,1460,5904,15368,1684,2144,2184,9195,1170,21981,5872,1368,2438,468,7091,5195,6107,1016,2953,6642,1040,5596,8628,1045,40412,5512,1791,9167,5523,7173,1715,3090,12554,5753,43241,1088,4515,3641,5484,7944,141805,15396,10493,31710,2471,4191,2958,1559,8612,5298,5078,3426,2586,2422,2170,3281,23844,109858,19075,18937,9931,1218,1324
28,122,40,48,68,28,4045,246,6,35,107,104,111,8420,1261,9,23,289,149,245,2147,255,3,102,295,156,891,538,1737,2332,10380,56,5889,6443,3247,4,1460,10321,67,558,58,263,1,2352,2410,281,17,0,816,12,369,0,111,2431,11,77,965,55,2392,1406,31,258,4983,2734,10,213,3368,970,7278,1,54,258,492,423,18919,320,796,4097,79,380,467,83,724,667,51,630,273,37,7,7,18329,7948,2454,6665,106,30,104
