,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,2A,2B
,32215,34381,25264,10760,9271,53865,22771,17796,11039,19850,25522,19426,101150,44745,11213,25292,47898,22492,17937,31909,45265,10219,32986,29383,29416,37206,27052,62852,44229,58660,13296,82588,61897,55902,17626,36614,62648,16787,28567,22994,47809,16254,78207,40110,13724,23247,5494,47798,37426,33152,13094,20760,41981,12937,54700,62590,17690,144273,46386,21591,93354,42001,41005,16088,31693,59095,41498,77413,16681,38796,37647,23746,34956,67943,77612,64843,61557,25898,36728,25395,15653,65513,31155,48743,26886,27345,27429,23741,8109,56254,52824,54253,53040,51560,7481,9134
