,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,2A,2B
,279926,254480,200439,119553,126885,730491,187567,137994,103104,152871,240414,171101,945002,386074,97475,187129,401305,171838,149018,270558,343575,86222,243400,261401,247596,273996,204152,507943,388468,626967,102923,758661,640874,491444,135048,298562,591351,142731,231466,175344,375030,136423,657798,321484,111852,175113,57836,365335,280995,276393,99787,149358,355345,97014,427526,483173,139904,1132422,346299,159423,673865,362155,364476,150572,320536,511136,353865,822200,121660,297921,278360,320825,452426,1355180,598413,558585,594993,183062,281342,196705,120086,660673,277833,387906,226955,210734,204264,189634,68501,505145,758971,618941,594616,466580,102753,114297
