01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,2A,2B
8,65,15,01,11,60,12,04,8,34,11,32,11,48,14,92,13,11,12,92,15,88,8,17,14,27,11,29,7,70,11,95,12,64,11,84,8,59,9,53,9,59,10,67,11,82,11,02,12,34,11,72,10,51,10,36,15,87,11,04,8,85,11,34,15,62,8,80,10,45,10,52,9,96,9,85,11,29,10,64,11,39,8,91,9,81,10,61,10,79,12,50,7,47,10,13,9,78,11,38,12,24,7,74,12,07,11,97,10,14,12,17,12,26,15,49,11,65,11,37,15,44,10,58,9,95,11,48,16,24,10,63,12,07,10,95,10,81,10,86,10,90,7,96,8,46,11,13,12,81,9,70,8,60,9,45,13,90,12,12,12,50,13,36,14,59,9,32,10,86,10,74,13,24,11,95,13,36,9,33,9,71,16,89,11,38,11,77,11,32,11,66
