,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,2A,2B
,292409,241328,147018,70020,62639,485722,138017,125637,65757,137289,149840,121301,873876,314360,66166,157802,269137,138030,106402,250963,254251,51199,176228,251245,219170,277559,202926,401110,309615,614932,82297,687331,456873,470711,100516,274590,575370,119648,171816,147422,330605,99468,608626,308703,74657,143127,34082,366448,220716,268680,81850,141094,339064,88250,318854,491766,91018,1158415,387035,126756,636416,293276,296135,100107,183038,538505,362483,825781,108896,246521,258514,200162,379676,1222939,574635,671305,695023,170144,259292,162732,107906,429774,241661,289259,195545,167146,171513,152706,66929,603058,817215,742693,674021,583681,64905,71474
